Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Joey Dorsey,PF,31,HOU,69,17,854,80,145,0,1,80,144,24,83,103,176,279,25,40,25,41,157,184
Joffrey Lauvergne,C,23,DEN,24,1,268,36,89,3,16,33,73,18,28,27,50,77,13,8,10,22,43,93
John Henson,C,24,MIL,67,11,1228,196,346,0,0,196,346,78,137,124,188,312,59,28,135,87,152,470
John Jenkins,SG,23,ATL,24,3,297,49,99,21,52,28,47,16,19,2,37,39,13,10,0,8,15,135
John Lucas III,PG,32,DET,21,0,272,42,104,9,29,33,75,5,5,4,12,16,60,8,0,16,18,98
John Salmons,SF,35,NOP,21,0,270,16,48,8,26,8,22,2,4,4,17,21,13,9,4,5,25,42
John Wall,PG,24,WAS,79,79,2837,519,1166,65,217,454,949,284,362,36,330,366,792,138,45,304,180,1387
Johnny O'Bryant,PF,21,MIL,34,15,368,44,120,0,0,44,120,12,27,26,38,64,17,5,4,25,44,100
Jon Leuer,PF,25,MEM,63,6,824,121,273,7,29,114,244,37,59,50,157,207,46,17,9,35,86,286
Jonas Jerebko,PF,27,TOT,75,0,1230,169,379,54,140,115,239,56,66,93,189,282,71,46,18,44,135,448
Jonas Valanciunas,C,22,TOR,80,80,2096,373,652,0,1,373,651,217,276,215,478,693,39,33,95,109,222,963
Jordan Adams,SG,20,MEM,30,0,248,35,86,10,25,25,61,14,23,9,19,28,16,16,7,14,24,94
Jordan Clarkson,PG,22,LAL,59,38,1476,267,596,38,121,229,475,131,158,56,135,191,206,51,12,96,109,703
Jordan Farmar,PG,28,LAC,36,0,529,61,158,35,97,26,61,10,11,8,34,42,67,20,5,32,52,167
Jordan Hamilton,SF,24,LAC,14,2,122,14,35,10,21,4,14,0,0,2,14,16,7,2,0,4,14,38
Jordan Hill,C,27,LAL,70,57,1874,357,777,3,11,354,766,124,168,174,382,556,103,34,52,106,164,841
Jorge Gutierrez,PG,26,TOT,20,1,175,22,41,0,3,22,38,9,13,5,20,25,22,6,0,12,25,53
Jose Calderon,PG,33,NYK,42,42,1270,147,354,59,142,88,212,29,32,19,105,124,198,31,0,75,76,382
Josh McRoberts,PF,27,MIA,17,4,296,28,53,8,19,20,34,8,13,7,38,45,33,12,3,22,41,72
Josh Smith,PF,29,TOT,83,35,2300,414,987,72,228,342,759,127,255,152,378,530,277,87,116,206,228,1027
Jrue Holiday,PG,24,NOP,40,37,1303,238,534,51,135,187,399,65,76,32,103,135,274,63,23,91,110,592
Julius Randle,PF,20,LAL,1,0,14,1,3,0,0,1,3,0,2,0,0,0,0,0,0,1,1,2
Justin Hamilton,C,24,TOT,41,14,712,85,178,10,31,75,147,39,47,57,77,134,36,27,30,26,70,219
Justin Holiday,SG,25,GSW,59,4,657,91,235,35,109,56,126,37,45,12,61,73,48,40,12,29,54,254
Jusuf Nurkic,C,20,DEN,62,27,1103,171,383,0,2,171,381,84,132,125,257,382,50,52,68,86,207,426
K.J. McDaniels,SG,21,TOT,62,15,1352,172,434,43,150,129,284,100,133,65,135,200,72,44,70,105,126,487
Kalin Lucas,PG,25,MEM,1,0,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Kawhi Leonard,SF,23,SAS,64,64,2033,394,822,67,192,327,630,202,252,85,376,461,161,148,48,97,128,1057
Kelly Olynyk,C,23,BOS,64,13,1423,251,528,61,175,190,353,93,136,92,211,303,109,64,39,98,213,656
Kemba Walker,PG,24,CHO,62,58,2119,378,981,85,280,293,701,234,283,35,185,220,318,89,31,100,92,1075
Kendall Marshall,PG,23,MIL,28,3,417,46,101,18,46,28,55,8,9,2,26,28,86,21,0,35,26,118
Kendrick Perkins,C,30,TOT,68,3,1148,102,227,0,1,102,226,42,83,91,229,320,51,16,42,95,162,246
Kenneth Faried,PF,25,DEN,75,71,2086,373,736,1,8,372,728,199,288,242,426,668,89,62,57,118,211,946
Kent Bazemore,SG,25,ATL,75,10,1324,141,331,48,132,93,199,60,100,21,201,222,78,52,33,73,127,390
Kentavious Caldwell-Pope,SG,21,DET,82,82,2587,390,972,153,444,237,528,110,158,46,209,255,109,93,18,94,161,1043
Kenyon Martin,PF,37,MIL,11,0,104,9,22,0,0,9,22,2,2,6,13,19,5,5,6,3,13,20
Kevin Durant,SF,26,OKC,27,27,913,238,467,64,159,174,308,146,171,16,162,178,110,24,25,74,40,686
Kevin Garnett,PF,38,TOT,47,47,952,143,306,1,7,142,299,36,45,48,263,311,77,46,17,46,109,323
Kevin Love,PF,26,CLE,75,75,2532,413,952,144,392,269,560,258,321,142,589,731,168,51,39,122,140,1228
Kevin Martin,SG,31,MIN,39,36,1302,267,625,75,191,192,434,170,193,19,123,142,89,33,1,76,76,779
Kevin Seraphin,C,25,WAS,79,0,1235,231,450,0,2,231,448,58,82,87,201,288,59,10,59,98,197,520
Khris Middleton,SF,23,MIL,79,58,2378,406,869,109,268,297,601,134,156,48,299,347,182,122,11,113,183,1055
Kirk Hinrich,SG,34,CHI,66,22,1610,142,381,58,168,84,213,35,50,20,101,121,148,46,14,73,144,377
Klay Thompson,SG,24,GSW,77,77,2455,602,1299,239,545,363,754,225,256,27,220,247,222,87,60,149,122,1668
Kobe Bryant,SG,36,LAL,35,35,1207,266,713,54,184,212,529,196,241,26,173,199,197,47,7,128,65,782
Kosta Koufos,C,25,MEM,81,3,1348,182,358,0,0,182,358,55,85,121,305,426,37,29,63,69,148,419
Kostas Papanikolaou,SF,24,HOU,43,1,795,69,197,31,106,38,91,13,18,39,79,118,85,29,13,55,71,182
Kris Humphries,PF,29,WAS,64,17,1345,211,446,0,7,211,439,87,117,118,298,416,57,34,25,46,130,509
Kyle Anderson,SF,21,SAS,33,8,358,31,89,3,11,28,78,9,14,5,67,72,28,15,7,10,28,74
Kyle Korver,SG,33,ATL,75,75,2418,292,600,221,449,71,151,106,118,15,289,304,196,52,42,107,140,911
Kyle Lowry,PG,28,TOR,70,70,2414,430,1043,132,391,298,652,252,312,54,274,328,473,109,13,173,212,1244
Kyle O'Quinn,PF,24,ORL,51,17,824,119,242,12,43,107,199,44,57,46,153,199,59,31,39,55,110,294
Kyle Singler,SF,26,TOT,80,58,1743,172,446,96,241,76,205,40,52,33,161,194,85,47,21,55,153,480
Kyrie Irving,PG,22,CLE,75,75,2730,578,1235,157,378,421,857,315,365,55,182,237,389,114,20,186,146,1628
LaMarcus Aldridge,PF,29,POR,71,71,2512,659,1415,37,105,622,1310,306,362,177,549,726,124,48,68,122,125,1661
Lance Stephenson,SG,24,CHO,61,25,1573,207,550,18,105,189,445,69,110,39,238,277,240,38,8,128,134,501
Lance Thomas,PF-SF,26,TOT,62,37,1490,182,442,7,22,175,420,72,99,65,130,195,69,37,8,74,101,443
Landry Fields,SF,26,TOR,26,9,216,20,41,1,2,19,39,5,6,10,16,26,15,11,0,8,9,46
Langston Galloway,PG,23,NYK,45,41,1457,204,511,62,176,142,335,63,78,37,153,190,150,52,12,61,129,533
Larry Drew,PG,24,PHI,12,1,219,20,58,4,26,16,32,2,3,1,14,15,45,6,0,25,13,46
Larry Sanders,C,26,MIL,27,26,586,86,172,0,0,86,172,24,48,67,99,166,23,26,39,28,104,196
Lavoy Allen,C,25,IND,63,0,1070,141,299,0,0,141,299,33,47,123,200,323,73,15,42,40,102,315
Leandro Barbosa,SG,32,GSW,66,1,982,183,386,43,112,140,274,58,74,23,68,91,99,41,8,44,87,467
LeBron James,SF,30,CLE,69,69,2493,624,1279,120,339,504,940,375,528,51,365,416,511,109,49,272,135,1743
Lester Hudson,SG,30,LAC,5,0,56,6,14,3,6,3,8,3,4,1,7,8,5,6,1,3,4,18
Lorenzo Brown,PG,24,MIN,29,7,549,52,122,6,28,46,94,12,19,14,56,70,90,28,6,30,49,122
Lou Amundson,PF,32,TOT,53,35,937,109,255,0,1,109,254,41,87,94,174,268,70,22,52,62,126,259
Lou Williams,SG,28,TOR,80,0,2016,375,928,152,447,223,481,340,395,24,127,151,164,88,10,101,103,1242
Luc Mbah a Moute,PF,28,PHI,67,61,1916,251,636,62,202,189,434,96,163,82,246,328,106,81,21,99,104,660
Lucas Nogueira,C,22,TOR,6,0,23,2,8,0,0,2,8,2,4,2,9,11,1,2,0,2,6,6
Luigi Datome,SF,27,TOT,21,1,209,43,89,18,40,25,49,1,1,3,26,29,9,2,7,9,15,105
Luis Scola,PF,34,IND,81,16,1659,300,642,5,20,295,622,158,226,138,388,526,105,47,18,94,192,763
Luke Babbitt,SF,25,NOP,63,19,830,92,192,59,115,33,77,13,19,12,99,111,24,17,11,26,63,256
Luke Ridnour,PG,33,ORL,47,0,683,75,176,20,63,55,113,18,21,8,60,68,96,20,4,38,67,188
Luol Deng,SF,29,MIA,72,72,2421,369,787,78,220,291,567,191,251,103,273,376,139,65,22,108,109,1007
Malcolm Lee,SG,24,PHI,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Malcolm Thomas,PF,26,PHI,17,0,194,18,40,0,7,18,33,9,13,16,40,56,7,3,1,13,17,45
Manu Ginobili,SG,37,SAS,70,0,1587,251,589,89,258,162,331,147,204,28,183,211,293,67,20,154,138,738
Marc Gasol,C,30,MEM,81,81,2687,530,1072,3,17,527,1055,350,440,115,515,630,307,70,131,176,208,1413
Marcin Gortat,C,30,WAS,82,82,2453,439,775,0,3,439,772,123,175,180,537,717,97,49,110,100,191,1001
Marco Belinelli,SG,28,SAS,62,9,1388,199,470,86,230,113,240,84,99,26,131,157,94,31,3,61,85,568
Marcus Morris,PF,25,PHO,81,35,2045,331,763,112,313,219,450,71,113,73,312,385,133,63,16,73,188,845
Marcus Smart,PG,20,BOS,67,38,1808,175,477,91,272,84,205,82,127,61,161,222,208,99,18,90,176,523
Marcus Thornton,SG,27,TOT,48,0,721,140,345,54,143,86,202,46,56,23,63,86,36,27,7,27,38,380
Mario Chalmers,PG,28,MIA,80,37,2368,267,663,73,248,194,415,206,266,24,182,206,307,122,10,173,251,813
Markel Brown,SG,23,BRK,47,29,781,76,210,17,64,59,146,47,57,16,91,107,39,31,12,27,57,216
Markieff Morris,PF,25,PHO,82,82,2581,512,1100,57,179,455,921,177,232,110,396,506,192,101,39,170,245,1258
Marreese Speights,C,27,GSW,76,9,1207,318,646,5,18,313,628,150,178,109,216,325,72,20,34,82,189,791
Martell Webster,SF,28,WAS,32,0,352,24,91,10,43,14,48,48,64,10,36,46,17,7,1,22,24,106
Marvin Williams,PF,28,CHO,78,37,2035,210,495,95,265,115,230,62,87,58,328,386,100,69,36,60,146,577
Mason Plumlee,C,24,BRK,82,45,1743,280,489,0,3,280,486,157,317,175,337,512,74,65,63,106,207,717
Matt Barnes,SF,34,LAC,76,74,2271,277,624,136,376,141,248,74,95,51,251,302,114,67,50,87,240,764
Matt Bonner,PF,34,SAS,72,19,935,94,230,46,126,48,104,30,37,29,86,115,47,10,12,11,65,264
Matthew Dellavedova,SG,24,CLE,67,13,1380,111,307,68,167,43,140,29,38,37,89,126,204,24,2,61,152,319
Maurice Harkless,SF,21,ORL,45,4,674,63,158,10,56,53,102,22,41,38,68,106,25,32,9,27,66,158
Meyers Leonard,C,22,POR,55,7,847,125,245,47,112,78,133,30,32,46,204,250,32,10,14,39,113,327
Michael Beasley,PF,26,MIA,24,1,505,92,212,8,34,84,178,20,26,12,77,89,32,15,13,37,66,212
Michael Carter-Williams,PG,23,TOT,66,63,2149,364,919,36,153,328,766,202,291,64,289,353,442,111,30,253,167,966
Michael Kidd-Gilchrist,SF,21,CHO,55,52,1587,224,482,0,0,224,482,150,214,109,307,416,77,30,38,63,115,598
Mike Conley,PG,27,MEM,70,70,2225,393,882,107,277,286,605,214,249,29,180,209,375,89,14,156,139,1107
Mike Dunleavy,SF,34,CHI,63,63,1838,209,481,107,263,102,218,70,87,28,220,248,114,39,21,60,123,595
Mike Miller,SF,34,CLE,52,15,701,37,114,32,98,5,16,3,4,4,87,91,46,14,4,23,74,109
Mike Muscala,PF,23,ATL,40,8,502,83,151,9,22,74,129,22,25,52,67,119,25,16,19,21,52,197
Mike Scott,PF,26,ATL,68,0,1123,201,453,66,192,135,261,61,77,45,154,199,75,25,3,39,83,529
Miles Plumlee,C,26,TOT,73,28,1194,136,254,0,0,136,254,22,46,112,208,320,34,41,66,51,111,294
Miroslav Raduljica,C,27,MIN,5,0,23,3,8,0,0,3,8,2,2,2,3,5,0,1,0,2,8,8
Mirza Teletovic,PF,29,BRK,40,4,892,122,319,62,193,60,126,33,46,27,167,194,46,14,16,53,74,339
Mitch McGary,PF,22,OKC,32,2,485,88,165,0,2,88,163,25,40,53,112,165,14,16,16,31,72,201
Mo Williams,PG,32,TOT,68,33,1980,341,860,119,348,222,512,163,187,22,152,174,424,46,14,172,162,964
Monta Ellis,SG,29,DAL,80,80,2699,602,1354,81,284,521,1070,228,303,34,156,190,329,148,25,198,197,1513
Nate Robinson,PG,30,TOT,42,1,591,88,255,31,112,57,143,31,46,17,33,50,97,20,3,30,76,238
Nate Wolters,PG,23,TOT,21,0,247,20,57,0,7,20,50,2,6,8,26,34,21,8,2,13,18,42
Nazr Mohammed,C,37,CHI,23,0,128,13,30,0,0,13,30,1,3,11,27,38,3,4,5,7,16,27
Nene Hilario,PF,32,WAS,67,58,1693,307,601,1,5,306,596,122,202,84,261,345,123,66,22,124,180,737
Nerlens Noel,C,20,PHI,75,71,2311,302,653,0,0,302,653,140,230,185,426,611,128,133,142,146,208,744
Nick Calathes,SG,25,MEM,58,0,838,104,247,11,43,93,204,24,45,19,87,106,146,63,5,61,100,243
Nick Collison,PF,34,OKC,66,2,1101,106,253,16,60,90,193,45,65,90,160,250,90,35,25,45,156,273
Nick Johnson,SG,22,HOU,28,0,262,26,75,5,21,21,54,17,25,13,26,39,11,7,3,19,34,74
Nick Young,SG,29,LAL,42,0,1000,174,476,83,225,91,251,132,148,17,79,96,41,23,11,44,83,563
Nicolas Batum,SF,26,POR,71,71,2380,240,600,100,309,140,291,84,98,62,354,416,341,78,40,132,106,664
Nik Stauskas,SG,21,SAC,73,1,1127,108,296,48,149,60,147,55,64,11,77,88,67,20,17,40,92,319
Nikola Mirotic,PF,23,CHI,82,3,1654,253,624,99,313,154,311,228,284,63,341,404,97,54,54,89,172,833
Nikola Pekovic,C,29,MIN,31,29,815,139,328,0,0,139,328,108,129,89,145,234,27,19,12,42,59,386
Nikola Vucevic,C,24,ORL,74,74,2529,631,1206,2,6,629,1200,164,218,238,572,810,147,54,54,148,220,1428
Noah Vonleh,PF,19,CHO,25,0,259,30,76,5,13,25,63,18,26,28,58,86,4,4,9,11,20,83
Norris Cole,PG,26,TOT,75,25,1831,230,558,55,176,175,382,58,81,13,146,159,255,57,15,99,124,573
O.J. Mayo,SG,27,MIL,71,15,1697,296,701,99,277,197,424,115,139,30,157,187,197,57,18,128,165,806
Ognjen Kuzmic,C,24,GSW,16,0,72,8,12,0,0,8,12,4,4,7,10,17,6,2,1,5,13,20
Omer Asik,C,28,NOP,76,76,1982,213,412,0,0,213,412,131,225,244,504,748,72,29,54,95,144,557
Omri Casspi,SF,26,SAC,67,19,1416,209,427,35,87,174,340,140,191,54,206,260,102,31,9,88,107,593
Otto Porter,SF,21,WAS,74,13,1432,176,391,35,104,141,287,58,79,70,151,221,65,44,30,52,97,445
P.J. Hairston,SG,22,CHO,45,2,687,87,269,49,163,38,106,31,36,22,70,92,21,21,13,22,61,254
P.J. Tucker,SF,29,PHO,78,63,2383,261,596,87,252,174,344,104,143,114,388,502,122,107,23,96,179,713
Pablo Prigioni,PG,37,TOT,67,3,1197,91,228,57,166,34,62,35,41,30,89,119,171,79,1,62,88,274
Patrick Beverley,PG,26,HOU,56,55,1727,204,532,115,323,89,209,45,60,67,170,237,192,59,23,83,182,568
Patrick Christopher,SG,26,UTA,4,1,29,3,12,0,4,3,8,0,0,2,4,6,0,1,0,1,6,6
Patrick Patterson,PF,25,TOR,81,4,2156,240,535,105,283,135,252,63,80,127,306,433,155,60,44,54,149,648
Patty Mills,PG,26,SAS,51,0,801,128,336,62,182,66,154,33,40,21,54,75,87,28,2,35,58,351
Pau Gasol,PF,34,CHI,78,78,2681,570,1153,12,26,558,1127,294,366,220,699,919,210,25,147,158,147,1446
Paul George,SF,24,IND,6,0,91,18,49,9,22,9,27,8,11,4,18,22,6,5,1,12,11,53
Paul Millsap,PF,29,ATL,73,73,2390,443,930,77,216,366,714,255,337,139,431,570,223,130,69,166,201,1218
Paul Pierce,SF,37,WAS,73,73,1914,293,656,118,303,175,353,164,210,45,249,294,144,46,24,92,160,868
Pero Antic,C,32,ATL,63,3,1037,108,296,52,173,56,123,88,123,58,131,189,49,18,14,49,132,356
Perry Jones,SF,23,OKC,43,13,631,73,184,14,60,59,124,24,37,6,70,76,18,17,8,24,50,184
Phil Pressey,PG,23,BOS,50,0,600,64,174,16,65,48,109,33,49,13,67,80,117,30,6,41,54,177
Quincy Acy,PF,24,NYK,68,22,1287,152,331,18,60,134,271,76,97,79,222,301,68,27,22,60,147,398
Quincy Miller,PF,22,TOT,10,0,119,9,38,3,18,6,20,8,11,4,16,20,8,7,5,5,9,29
Quincy Pondexter,SF-SG,26,TOT,75,30,1793,188,447,91,244,97,203,71,96,53,142,195,94,19,24,51,150,538
Rajon Rondo,PG,28,TOT,68,68,2018,275,645,27,86,248,559,31,78,73,300,373,538,91,7,210,153,608
Ramon Sessions,PG,28,TOT,64,10,1188,125,334,19,60,106,274,133,173,23,121,144,182,29,0,86,73,402
Randy Foye,SG,31,DEN,50,21,1087,148,402,94,263,54,139,45,55,9,76,85,119,34,11,60,97,435
Rasual Butler,SF,35,WAS,75,1,1505,218,517,91,235,127,282,53,67,27,170,197,63,29,22,48,98,580
Ray McCallum,PG,23,SAC,68,30,1436,206,470,34,111,172,359,57,84,52,128,180,188,45,11,85,92,503
Raymond Felton,PG,30,DAL,29,3,281,43,106,10,34,33,72,12,15,2,24,26,41,11,4,18,17,108
Reggie Bullock,SF,23,TOT,36,2,338,24,70,15,46,9,24,6,9,1,49,50,8,10,4,8,19,69
Reggie Evans,PF,34,SAC,47,7,764,58,137,0,2,58,135,60,97,97,202,299,32,22,5,45,91,176
Reggie Jackson,PG,24,TOT,77,40,2268,432,996,72,241,360,755,181,218,56,271,327,462,62,9,186,167,1117
Reggie Williams,SF,28,SAS,20,0,105,15,39,3,19,12,20,4,4,5,12,17,10,1,0,2,12,37
Richard Jefferson,SF,34,DAL,74,18,1244,144,324,66,155,78,169,78,114,25,158,183,61,32,11,52,115,432
Ricky Ledo,SG,22,TOT,17,0,244,32,96,10,27,22,69,16,22,16,20,36,19,6,1,26,21,90
Ricky Rubio,PG,24,MIN,22,22,692,78,219,13,51,65,168,57,71,19,106,125,193,38,1,64,59,226
Robbie Hummel,SF,25,MIN,45,4,742,79,172,16,51,63,121,24,29,31,103,134,27,16,9,18,86,198
Robert Covington,SF,24,PHI,70,49,1956,299,756,167,446,132,310,178,217,65,251,316,105,97,31,128,189,943
Robert Sacre,C,25,LAL,67,18,1133,126,306,0,1,126,305,55,82,89,144,233,55,28,43,36,121,307
Robin Lopez,C,26,POR,59,59,1638,234,437,0,1,234,436,98,127,190,204,394,55,16,84,73,122,566
Rodney Hood,SG,22,UTA,50,21,1064,155,374,62,170,93,204,61,80,9,108,117,83,30,12,45,119,433
Rodney Stuckey,PG,28,IND,71,36,1874,332,754,55,141,277,613,177,216,36,212,248,219,56,10,118,131,896
Ronnie Price,PG,31,LAL,43,20,982,77,223,31,109,46,114,36,45,19,50,69,165,67,4,52,118,221
Ronny Turiaf,C,32,MIN,2,0,19,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
Roy Hibbert,C,28,IND,76,76,1926,317,710,0,2,317,708,168,204,156,384,540,84,18,125,107,216,802
Rudy Gay,SF,28,SAC,68,67,2408,508,1116,79,220,429,896,337,393,98,301,399,250,71,41,183,157,1432
Rudy Gobert,C,22,UTA,82,37,2158,258,427,0,2,258,425,170,273,265,510,775,109,64,189,111,175,686
Russ Smith,PG,23,TOT,12,0,65,8,25,2,11,6,14,12,13,1,5,6,8,3,0,12,13,30
Russell Westbrook,PG,26,OKC,67,67,2302,627,1471,86,288,541,1183,546,654,124,364,488,574,140,14,293,184,1886
Ryan Anderson,PF,26,NOP,61,5,1675,291,729,122,359,169,370,129,151,108,187,295,55,33,20,62,113,833
Ryan Hollins,C,30,SAC,46,9,441,53,82,0,0,53,82,31,54,36,67,103,14,6,19,25,65,137
Ryan Kelly,PF,23,LAL,52,34,1233,104,309,45,134,59,175,79,95,13,133,146,92,30,24,37,118,332
Samuel Dalembert,C,33,NYK,32,21,544,57,130,0,0,57,130,14,20,53,115,168,29,14,41,39,70,128
Sean Kilpatrick,SG,25,MIN,4,0,72,7,20,4,13,3,7,4,4,1,5,6,4,3,0,2,3,22
Sebastian Telfair,PG,29,OKC,16,1,327,46,125,18,60,28,65,24,34,2,28,30,45,10,0,18,29,134
Serge Ibaka,PF,25,OKC,64,64,2116,374,786,77,205,297,581,92,110,135,364,499,55,30,155,97,194,917
Sergey Karasev,SG,21,BRK,33,16,555,54,134,16,54,38,80,29,38,22,44,66,46,23,1,24,45,153
Seth Curry,PG,24,PHO,2,0,8,0,3,0,1,0,2,0,0,0,2,2,1,0,0,0,2,0
Shabazz Muhammad,SG,22,MIN,38,13,866,194,397,20,51,174,346,104,145,63,91,154,44,18,7,35,49,512
Shabazz Napier,PG,23,MIA,51,10,1012,87,228,43,118,44,110,44,56,17,96,113,130,40,4,81,76,261
Shane Larkin,PG,22,NYK,76,22,1865,187,432,35,116,152,316,61,78,29,147,176,226,93,9,83,150,470
Shannon Brown,SG,29,MIA,5,2,89,7,19,3,7,4,12,3,4,0,1,1,3,4,0,4,8,20
Shaun Livingston,PG,29,GSW,78,2,1468,198,396,0,2,198,394,65,91,43,140,183,259,49,20,102,110,461
Shavlik Randolph,PF,31,TOT,21,0,126,9,35,0,5,9,30,6,12,16,22,38,4,5,3,3,16,24
Shawn Marion,SF,36,CLE,57,24,1101,119,267,12,46,107,221,26,34,64,138,202,51,27,27,33,58,276
Shawne Williams,SF,28,TOT,63,22,1087,121,300,64,178,57,122,35,40,36,130,166,44,25,21,30,135,341
Shayne Whittington,PF,23,IND,20,0,108,19,42,1,6,18,36,18,23,10,19,29,6,5,2,5,18,57
Shelvin Mack,PG,24,ATL,55,0,833,117,292,40,127,77,165,25,31,8,71,79,155,30,2,49,32,299
Sim Bhullar,C,22,SAC,3,0,3,1,2,0,0,1,2,0,0,0,1,1,1,0,1,0,0,2
Solomon Hill,SF,23,IND,82,78,2381,251,634,68,208,183,426,159,193,70,244,314,184,66,18,115,177,729
Spencer Dinwiddie,PG,21,DET,34,1,455,51,169,12,65,39,104,31,34,4,44,48,104,19,6,33,53,145
Spencer Hawes,PF,26,LAC,73,15,1274,163,415,55,176,108,239,44,68,30,228,258,88,24,53,61,173,425
Stephen Curry,PG,26,GSW,80,80,2613,653,1341,286,646,367,695,308,337,56,285,341,619,163,16,249,158,1900
Steve Blake,PG,34,POR,81,0,1529,122,327,77,219,45,108,29,41,16,121,137,288,41,5,104,118,350
Steve Novak,SF-PF,31,TOT,35,0,197,22,56,19,48,3,8,0,2,2,20,22,11,0,2,5,23,63
Steven Adams,C,21,OKC,70,67,1771,217,399,0,2,217,397,103,205,199,324,523,66,38,86,99,222,537
T.J. Warren,SF,21,PHO,40,1,614,113,214,5,21,108,193,14,19,41,44,85,25,18,9,27,51,245
Taj Gibson,PF,29,CHI,62,17,1692,254,506,0,0,254,506,132,184,162,234,396,71,36,75,77,162,640
Tarik Black,C,23,TOT,63,39,1196,157,273,0,1,157,272,65,118,142,226,368,42,19,24,48,158,379
Tayshaun Prince,SF,34,TOT,58,16,1397,177,402,31,67,146,335,49,65,52,158,210,93,29,16,35,55,434
Terrence Jones,PF,23,HOU,33,24,889,158,299,13,37,145,262,57,94,78,142,220,36,18,59,37,78,386
Terrence Ross,SF,23,TOR,82,61,2092,309,753,145,390,164,363,44,56,32,194,226,86,53,25,69,136,807
Thabo Sefolosha,SF,30,ATL,52,7,976,104,249,25,78,79,171,45,58,53,170,223,75,53,21,38,67,278
Thaddeus Young,PF,26,TOT,76,68,2434,451,968,38,115,413,853,131,200,127,284,411,173,124,25,117,171,1071
Thomas Robinson,PF,23,TOT,54,4,798,126,260,0,2,126,258,56,106,95,208,303,33,32,20,59,104,308
Tiago Splitter,C,30,SAS,52,35,1030,169,303,0,0,169,303,90,120,91,161,252,78,35,37,60,103,428
Tim Duncan,C,38,SAS,77,77,2227,419,819,2,7,417,812,230,311,170,534,704,230,63,151,131,165,1070
Tim Frazier,PG,24,TOT,11,3,239,21,61,5,17,16,44,10,21,6,22,28,60,8,0,25,26,57
Tim Hardaway,SG,22,NYK,70,30,1681,279,717,121,354,158,363,125,156,12,144,156,127,20,14,82,119,804
Timofey Mozgov,C,28,TOT,81,80,2045,314,566,2,6,312,560,155,216,203,388,591,55,33,97,116,227,785
Tobias Harris,SF,22,ORL,68,63,2369,442,949,87,239,355,710,193,245,73,357,430,124,69,36,115,134,1164
Toney Douglas,SG,28,NOP,12,0,177,19,51,5,18,14,33,8,13,2,20,22,24,11,4,10,20,51
Tony Allen,SG,33,MEM,63,41,1648,225,455,10,29,215,426,79,126,103,177,280,86,129,30,86,166,539
Tony Parker,PG,32,SAS,68,68,1953,404,832,38,89,366,743,130,166,15,114,129,335,44,2,146,108,976
Tony Snell,SF,23,CHI,72,22,1412,159,371,73,197,86,174,44,55,31,145,176,62,32,11,48,86,435
Tony Wroten,PG,21,PHI,30,15,895,175,434,37,142,138,292,120,180,22,64,86,157,48,8,113,72,507
Toure' Murry,SG-PG,25,TOT,5,0,18,2,5,0,0,2,5,2,2,1,0,1,1,1,0,4,2,6
Travis Wear,SF,24,NYK,51,1,672,84,209,11,30,73,179,20,26,31,75,106,40,15,11,35,55,199
Trevor Ariza,SF,29,HOU,82,82,2930,366,910,194,555,172,355,122,143,77,382,459,209,152,17,141,186,1048
Trevor Booker,PF,27,UTA,79,5,1564,226,464,29,84,197,380,86,148,139,258,397,83,43,41,88,144,567
Trey Burke,PG,22,UTA,76,43,2288,370,1005,124,390,246,615,109,145,31,173,204,328,65,15,124,119,973
Tristan Thompson,PF,23,CLE,82,15,2194,267,488,0,0,267,488,159,248,274,383,657,39,34,61,83,189,693
Troy Daniels,SG,23,TOT,47,0,397,61,165,43,118,18,47,11,13,8,25,33,22,6,1,20,40,176
Ty Lawson,PG,27,DEN,75,75,2665,404,926,70,205,334,721,265,363,42,192,234,720,92,9,185,128,1143
Tyler Ennis,PG,20,TOT,33,1,411,52,144,12,43,40,101,5,7,7,28,35,73,18,5,42,36,121
Tyler Hansbrough,PF,29,TOR,74,8,1058,86,165,1,7,85,158,97,139,106,159,265,21,30,15,20,141,270
Tyler Johnson,SG,22,MIA,32,2,603,70,167,18,48,52,119,32,47,14,67,81,42,33,9,30,42,190
Tyler Zeller,C,25,BOS,82,59,1731,340,619,0,0,340,619,153,186,146,319,465,113,18,52,76,205,833
Tyreke Evans,SG,25,NOP,79,76,2690,521,1165,69,227,452,938,202,291,82,334,416,521,100,37,246,198,1313
Tyrus Thomas,PF,28,MEM,2,0,7,1,1,0,0,1,1,2,2,0,0,0,1,0,0,0,0,4
Tyson Chandler,C,32,DAL,75,75,2286,293,440,0,0,293,440,185,257,294,570,864,84,42,91,105,169,771
Udonis Haslem,PF,34,MIA,62,25,995,107,239,2,10,105,229,45,64,71,187,258,46,21,13,41,113,261
Vander Blue,SG,22,LAL,2,1,74,9,30,2,10,7,20,2,5,2,7,9,8,3,0,6,4,22
