Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Wesley Matthews,SG,30,DAL,73,73,2495,333,847,174,479,159,368,146,179,18,241,259,210,77,15,102,161,986
Will Barton,SG,26,DEN,60,19,1705,295,666,87,235,208,431,143,190,58,201,259,206,48,28,97,110,820
Willie Cauley-Stein,C,23,SAC,75,21,1421,255,481,0,2,255,479,101,151,85,254,339,80,53,44,69,147,611
Willie Reed,C,26,MIA,71,5,1031,162,285,1,4,161,281,49,88,129,203,332,26,18,47,31,137,374
Willy Hernangomez,C,22,NYK,72,22,1324,246,465,4,15,242,450,91,125,170,332,502,96,41,36,100,150,587
Wilson Chandler,SF,29,DEN,71,33,2197,433,939,110,326,323,613,141,194,103,357,460,141,51,30,114,172,1117
Yogi Ferrell,PG,23,TOT,46,29,1197,160,394,68,176,92,218,74,89,20,91,111,172,42,9,70,90,462
Zach LaVine,SG,21,MIN,47,47,1749,326,710,120,310,206,400,117,140,19,141,160,139,41,10,85,104,889
Zach Randolph,PF,35,MEM,73,5,1786,433,964,21,94,412,870,141,193,182,416,598,122,38,10,99,136,1028
Zaza Pachulia,C,32,GSW,70,70,1268,164,307,0,2,164,305,98,126,140,270,410,132,59,33,87,166,426
