Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Aaron Brooks,PG,33,MIN,32,1,189,28,69,11,31,17,38,8,11,7,10,17,20,6,0,11,28,75
Aaron Gordon,PF,22,ORL,58,57,1909,375,865,115,342,260,523,157,225,87,370,457,136,59,45,107,111,1022
Aaron Harrison,SG,23,DAL,9,3,233,19,69,9,43,10,26,13,17,4,20,24,11,9,2,3,27,60
Aaron Jackson,PG,31,HOU,1,0,35,3,9,1,4,2,5,1,2,2,1,3,1,0,0,1,4,8
Abdel Nader,SF,24,BOS,48,1,522,50,149,23,65,27,84,23,39,13,58,71,26,15,10,34,45,146
Adreian Payne,PF,26,ORL,5,0,43,7,10,2,3,5,7,5,6,2,7,9,0,2,0,2,6,21
Al Horford,C,31,BOS,72,72,2277,368,753,97,226,271,527,94,120,103,427,530,339,43,78,132,138,927
Al Jefferson,C,33,IND,36,1,484,111,208,0,3,111,205,30,36,30,113,143,30,16,23,21,66,252
Al-Farouq Aminu,PF,27,POR,69,67,2072,230,582,125,339,105,243,59,80,97,428,525,84,79,40,79,136,644
Alan Williams,PF,25,PHO,5,0,70,7,18,0,0,7,18,6,9,3,19,22,8,5,1,7,13,20
Alec Burks,SG,26,UTA,64,1,1059,170,414,47,142,123,272,107,124,19,173,192,67,37,8,60,75,494
Alec Peters,PF,22,PHO,20,0,225,28,74,18,58,10,16,8,10,8,29,37,12,2,2,4,13,82
Alex Abrines,SG,24,OKC,75,8,1134,115,291,84,221,31,70,39,46,26,88,114,28,38,8,25,124,353
Alex Caruso,PG,23,LAL,37,7,562,50,116,13,43,37,73,21,30,15,50,65,75,23,10,42,52,134
Alex Len,C,24,PHO,69,13,1395,214,378,1,3,213,375,158,231,175,343,518,82,27,61,78,158,587
Alex Poythress,PF,24,IND,25,0,104,11,26,4,11,7,15,0,0,7,10,17,2,3,1,2,16,26
Alfonzo McKinnie,SF,25,TOR,14,0,53,8,15,3,9,5,6,2,3,1,6,7,1,1,1,3,8,21
Allen Crabbe,SG,25,BRK,75,68,2197,337,827,201,532,136,295,115,135,28,296,324,117,47,35,78,168,990
Amir Johnson,C,30,PHI,74,18,1171,140,260,10,32,130,228,52,85,123,207,330,118,45,44,55,193,342
Andre Drummond,C,24,DET,78,78,2625,466,881,0,11,466,870,239,395,399,848,1247,237,114,127,200,250,1171
Andre Iguodala,SF,34,GSW,64,7,1622,148,320,33,117,115,203,55,87,50,196,246,210,54,38,67,99,384
Andre Ingram,SG,32,LAL,2,0,64,8,17,5,9,3,8,3,3,1,5,6,7,3,3,3,3,24
Andre Roberson,SG,26,OKC,39,39,1037,87,162,8,36,79,126,12,38,75,110,185,46,45,35,30,89,194
Andrew Bogut,C,33,LAL,23,5,216,17,25,0,0,17,25,2,2,26,52,78,15,4,13,19,40,36
Andrew Harrison,PG,23,MEM,56,46,1326,181,429,47,142,134,287,124,159,23,108,131,177,38,26,81,138,533
Andrew White,SF,24,ATL,15,0,209,25,73,18,49,7,24,1,4,4,30,34,6,3,1,8,12,69
Andrew Wiggins,SF,22,MIN,82,82,2979,569,1300,112,338,457,962,202,314,82,276,358,160,91,51,138,163,1452
Ante Zizic,C,21,CLE,32,2,214,49,67,0,0,49,67,21,29,24,36,60,5,2,13,11,30,119
Anthony Brown,SF,25,MIN,1,0,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
Anthony Davis,PF,24,NOP,75,75,2727,780,1462,55,162,725,1300,495,598,187,645,832,174,115,193,162,159,2110
Anthony Tolliver,PF,32,DET,79,14,1757,219,472,159,365,60,107,106,133,50,191,241,90,32,21,58,144,703
Antonio Blakeney,SG,21,CHI,19,0,314,53,143,15,52,38,91,30,39,4,29,33,20,7,1,11,19,151
Antonius Cleveland,SG,23,TOT,17,0,123,8,21,3,4,5,17,4,6,3,11,14,2,7,5,7,23,23
Aron Baynes,C,31,BOS,81,67,1485,210,446,3,21,207,425,59,78,129,304,433,93,22,51,80,200,482
Arron Afflalo,SG,32,ORL,53,3,682,65,162,27,70,38,92,22,26,4,62,66,30,4,9,21,56,179
Austin Rivers,SG,25,LAC,61,59,2057,341,805,136,360,205,445,102,159,27,118,145,242,74,16,109,152,920
Avery Bradley,SG,27,TOT,46,46,1433,259,625,75,203,184,422,63,82,22,94,116,94,51,8,101,92,656
Bam Adebayo,C,20,MIA,69,19,1368,174,340,0,7,174,333,129,179,118,263,381,101,32,41,66,138,477
Ben McLemore,SG,24,MEM,56,17,1091,157,373,55,159,102,214,53,64,34,105,139,51,38,15,61,139,422
Ben Moore,PF,22,IND,2,0,9,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,0
Ben Simmons,PG,21,PHI,81,81,2732,544,998,0,11,544,987,191,341,145,514,659,661,140,70,278,211,1279
Bismack Biyombo,C,25,ORL,82,25,1495,183,352,0,1,183,351,102,157,144,324,468,66,21,95,84,158,468
Blake Griffin,PF,28,TOT,58,58,1970,436,996,111,322,325,674,259,330,73,355,428,334,41,18,165,139,1242
Boban Marjanovic,C,29,TOT,39,1,337,79,148,0,0,79,148,77,97,48,96,144,22,10,11,36,51,235
Bobby Brown,PG,33,HOU,20,0,115,19,58,11,40,8,18,1,2,0,7,7,11,4,0,9,6,50
Bobby Portis,PF,22,CHI,73,4,1643,382,811,80,223,302,588,120,156,159,339,498,123,50,23,103,130,964
Bogdan Bogdanovic,SG,25,SAC,78,53,2175,344,772,129,329,215,443,100,119,31,192,223,258,72,16,125,172,917
Bojan Bogdanovic,SF,28,IND,80,80,2464,404,852,155,386,249,466,178,205,30,240,270,119,55,8,106,129,1141
Bradley Beal,SG,24,WAS,82,82,2977,683,1484,199,530,484,954,292,368,61,302,363,373,97,36,214,160,1857
Brandan Wright,PF,30,TOT,28,1,381,59,102,0,0,59,102,21,33,33,62,95,13,13,26,8,32,139
Brandon Ingram,SF,20,LAL,59,59,1975,358,761,41,105,317,656,192,282,57,257,314,230,45,43,149,163,949
Brandon Jennings,PG,28,MIL,14,0,205,27,72,9,33,18,39,10,10,5,26,31,44,6,4,18,11,73
Brandon Paul,SG,26,SAS,64,2,576,55,127,15,54,40,73,22,43,6,62,68,37,25,7,29,58,147
Briante Weber,PG,25,TOT,18,0,237,19,43,4,11,15,32,8,10,8,27,35,22,18,5,15,28,50
Brice Johnson,PF,23,TOT,18,0,98,20,42,0,1,20,41,3,5,9,22,31,2,9,6,5,13,43
Brook Lopez,C,29,LAL,74,72,1735,369,793,112,325,257,468,111,158,74,220,294,126,30,98,98,197,961
Bruno Caboclo,SF,22,TOT,12,0,107,9,31,3,17,6,14,5,6,7,15,22,5,3,4,4,8,26
Bryn Forbes,SG,24,SAS,80,12,1517,209,497,89,228,120,269,48,72,12,98,110,80,28,2,37,108,555
Buddy Hield,SG,24,SAC,80,12,2024,416,933,176,408,240,525,71,81,55,252,307,155,85,22,124,148,1079
C.J. McCollum,SG,26,POR,81,81,2923,667,1505,189,476,478,1029,209,250,53,268,321,272,77,35,151,168,1732
C.J. Miles,SF,30,TOR,70,3,1337,227,599,164,454,63,145,81,97,18,134,152,55,37,21,39,134,699
C.J. Williams,SG,27,LAC,38,17,707,87,197,22,78,65,119,13,16,12,44,56,43,31,13,20,63,209
Caleb Swanigan,PF,20,POR,27,3,189,24,60,1,8,23,52,12,18,15,39,54,14,5,3,18,37,61
Cameron Payne,PG,23,CHI,25,14,582,87,215,35,91,52,124,12,16,18,51,69,113,26,9,36,44,221
Caris LeVert,SF,23,BRK,71,10,1864,320,735,85,245,235,490,133,187,53,207,260,300,82,22,153,159,858
Carmelo Anthony,PF,33,OKC,78,78,2501,472,1168,169,474,303,694,148,193,67,386,453,103,47,49,99,197,1261
Cedi Osman,SF,22,CLE,61,12,672,90,186,32,87,58,99,26,46,19,101,120,41,22,3,32,78,238
Chandler Parsons,SF,29,MEM,36,8,691,108,234,51,121,57,113,17,27,14,76,90,69,18,11,35,53,284
Channing Frye,C,34,TOT,53,1,695,104,212,39,115,65,97,17,19,12,123,135,38,18,13,21,69,264
Charles Cooke,SG,23,NOP,13,0,38,2,14,1,8,1,6,1,2,0,2,2,1,1,0,1,0,6
Cheick Diallo,PF,21,NOP,52,0,581,102,176,0,0,102,176,50,66,47,164,211,19,11,21,28,82,254
Chinanu Onuaku,C,21,HOU,1,0,22,2,5,0,0,2,5,0,0,1,3,4,1,0,0,3,4,4
Chris Boucher,PF,25,GSW,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Chris McCullough,PF,22,WAS,19,0,90,18,42,1,8,17,34,9,14,7,18,25,4,0,5,2,8,46
Chris Paul,PG,32,HOU,58,58,1847,367,798,144,379,223,419,203,221,37,276,313,457,96,14,128,141,1081
Clint Capela,C,23,HOU,74,74,2034,441,676,0,1,441,675,144,257,241,561,802,68,58,137,103,185,1026
Cody Zeller,C,25,CHO,33,0,627,85,156,2,3,83,153,61,85,67,110,177,31,14,21,33,81,233
Cole Aldrich,C,29,MIN,21,0,49,5,15,0,0,5,15,2,6,3,12,15,3,2,1,1,11,12
Corey Brewer,SF-SG,31,TOT,72,18,1208,142,316,31,110,111,206,65,90,43,111,154,65,79,14,49,139,380
Cory Joseph,PG,26,IND,82,17,2210,256,604,67,190,189,414,70,94,39,225,264,260,79,18,87,141,649
Courtney Lee,SG,32,NYK,76,69,2310,343,755,113,278,230,477,114,124,30,194,224,180,80,17,84,109,913
Cristiano Felicio,C,25,CHI,55,16,977,127,215,0,2,127,213,54,81,83,150,233,55,16,11,54,104,308
D.J. Augustin,PG,30,ORL,75,36,1760,244,540,114,272,130,268,164,189,30,130,160,287,54,0,123,94,766
D.J. Wilson,PF,21,MIL,22,0,71,9,16,2,5,7,11,1,2,2,8,10,3,3,1,4,7,21
D'Angelo Russell,PG,21,BRK,48,35,1234,278,672,90,278,188,394,97,131,30,159,189,249,36,17,147,93,743
Dakari Johnson,C,22,OKC,31,6,161,22,39,0,0,22,39,11,20,16,18,34,8,6,8,3,27,55
Damian Jones,C,22,GSW,15,0,89,11,22,0,0,11,22,3,5,5,9,14,2,1,3,4,14,25
Damian Lillard,PG,27,POR,73,73,2670,621,1415,227,629,394,786,493,538,62,263,325,481,77,27,206,117,1962
Damien Wilkins,SF,38,IND,19,1,152,13,39,4,18,9,21,3,4,5,11,16,9,2,1,5,7,33
Damion Lee,SG,25,ATL,15,11,404,62,152,15,60,47,92,22,29,11,60,71,29,19,1,14,25,161
Damyean Dotson,SG,23,NYK,44,2,474,72,161,22,68,50,93,16,23,9,75,84,31,12,2,17,34,182
Daniel Hamilton,SG,22,OKC,6,0,28,5,11,2,5,3,6,0,0,0,5,5,8,1,0,2,2,12
Daniel Theis,C,25,BOS,63,3,936,126,233,18,58,108,175,61,81,90,184,274,56,30,48,56,157,331
Danilo Gallinari,SF,29,LAC,21,21,671,102,256,36,111,66,145,81,87,9,92,101,41,12,10,26,30,321
Danny Green,SG,30,SAS,70,60,1791,217,561,116,320,101,241,50,65,41,208,249,110,63,80,74,122,600
Dante Cunningham,SF,30,TOT,73,25,1562,164,364,58,168,106,196,31,52,78,220,298,48,39,30,33,111,417
Dante Exum,PG,22,UTA,14,0,235,42,87,5,18,37,69,25,31,4,22,26,43,8,3,20,20,114
Danuel House,SG,24,PHO,23,3,403,56,129,15,58,41,71,25,31,13,63,76,25,7,6,11,23,152
Dario Saric,PF,23,PHI,78,73,2310,403,890,157,399,246,491,178,207,154,366,520,202,51,20,148,160,1141
Darius Miller,SF,27,NOP,82,3,1944,216,487,147,358,69,129,58,67,18,146,164,111,28,17,58,160,637
Darrell Arthur,PF,29,DEN,19,1,141,22,47,8,23,14,24,2,3,3,12,15,9,8,3,15,22,54
Darren Collison,PG,30,IND,69,64,2018,316,638,96,205,220,433,127,144,37,141,178,368,92,15,86,121,855
Darrun Hilliard,SG,24,SAS,14,0,95,5,19,0,6,5,13,6,7,0,7,7,11,2,0,4,7,16
David Nwaba,SG,25,CHI,70,21,1646,202,423,18,52,184,371,133,203,89,237,326,104,59,29,77,158,555
David Stockton,PG,26,UTA,3,0,9,2,3,2,3,0,0,4,4,0,0,0,0,0,0,1,3,10
David West,C,37,GSW,73,0,999,216,378,3,8,213,370,60,79,64,174,238,138,47,75,80,120,495
Davis Bertans,PF,25,SAS,77,10,1086,161,366,94,252,67,114,40,49,18,135,153,74,26,28,36,93,456
Davon Reed,SG,22,PHO,21,1,242,22,76,11,38,11,38,8,12,2,37,39,13,10,2,10,17,63
De'Aaron Fox,PG,20,SAC,73,60,2026,328,797,47,153,281,644,141,195,33,171,204,320,70,20,173,163,844
DeAndre Jordan,C,29,LAC,77,77,2424,373,578,0,0,373,578,181,312,329,842,1171,117,39,71,137,203,927
