Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jonas Jerebko,PF,26,DET,64,0,741,98,208,31,74,67,134,43,59,51,124,175,39,21,6,43,85,270
Jonas Valanciunas,C,21,TOR,81,81,2282,359,676,0,1,359,675,198,260,226,488,714,57,24,71,136,249,916
Jordan Crawford,SG-PG,25,TOT,81,35,1859,327,788,90,285,237,503,146,169,28,155,183,281,47,5,134,120,890
Jordan Farmar,PG,27,LAL,41,5,912,151,364,70,160,81,204,44,59,20,84,104,199,38,8,95,65,416
Jordan Hamilton,SF,23,TOT,60,12,1019,147,376,70,198,77,178,40,51,32,162,194,52,44,20,46,67,404
Jordan Hill,PF,26,LAL,72,32,1500,286,521,0,1,286,520,124,181,194,341,535,54,29,64,75,172,696
Jorge Gutierrez,PG,25,BRK,15,2,244,25,54,3,12,22,42,9,12,3,19,22,30,10,1,14,37,62
Jose Calderon,PG,32,DAL,81,81,2468,341,748,191,425,150,323,52,63,29,163,192,377,69,11,103,136,925
Josh Childress,SF,30,NOP,4,0,24,0,0,0,0,0,0,0,0,0,3,3,2,1,0,1,1,0
Josh Harrellson,C,24,DET,32,0,317,38,82,12,31,26,51,5,7,30,46,76,15,6,15,10,44,93
Josh McRoberts,PF,26,CHA,78,78,2360,247,566,105,291,142,275,62,85,85,288,373,333,58,46,83,189,661
Josh Powell,PF,31,HOU,1,0,19,2,6,0,0,2,6,0,0,0,5,5,0,0,1,1,1,4
Josh Smith,SF,28,DET,77,76,2730,517,1233,70,265,447,968,160,301,102,418,520,252,105,110,199,197,1264
Jrue Holiday,PG,23,NOP,34,34,1143,203,454,30,77,173,377,51,63,28,114,142,268,56,12,105,92,487
Julyan Stone,SG,25,TOR,21,0,120,7,17,2,8,5,9,2,3,2,18,20,12,3,0,5,13,18
Justin Hamilton,C,23,TOT,8,0,72,9,20,3,9,6,11,5,5,4,3,7,0,5,0,4,8,26
Kawhi Leonard,SF,22,SAS,66,65,1923,337,645,69,182,268,463,101,126,76,336,412,133,114,50,80,127,844
Keith Bogans,SG,33,BOS,6,0,55,3,6,3,6,0,0,3,3,0,3,3,3,1,0,1,2,12
Kelly Olynyk,C,22,BOS,70,9,1400,234,502,40,114,194,388,99,122,140,225,365,109,35,27,106,227,607
Kemba Walker,PG,23,CHA,73,73,2614,449,1143,109,327,340,816,282,337,39,267,306,447,86,32,169,128,1289
Kendall Marshall,PG,22,LAL,54,45,1564,170,419,71,178,99,241,19,36,15,140,155,477,48,4,150,76,430
Kendrick Perkins,C,29,OKC,62,62,1207,87,193,0,1,87,192,37,67,82,223,305,67,26,32,90,177,211
Kenneth Faried,PF,24,DEN,80,77,2178,447,820,0,3,447,817,202,311,238,446,684,96,70,69,135,193,1096
Kent Bazemore,SG,24,TOT,67,15,911,147,343,43,128,104,215,66,109,10,107,117,91,43,13,79,102,403
Kentavious Caldwell-Pope,SG,20,DET,80,41,1583,182,460,59,185,123,275,47,61,38,118,156,55,75,12,28,145,470
Kenyon Martin,PF,36,NYK,32,15,633,63,123,0,1,63,122,11,19,36,98,134,50,25,27,26,85,137
Kevin Durant,SF,25,OKC,81,81,3122,849,1688,192,491,657,1197,703,805,58,540,598,445,103,59,285,174,2593
Kevin Garnett,C,37,BRK,54,54,1109,157,356,0,3,157,353,38,47,60,298,358,82,43,40,69,123,352
Kevin Love,PF,25,MIN,77,77,2797,650,1421,190,505,460,916,520,633,224,739,963,341,59,35,196,136,2010
Kevin Martin,SG,30,MIN,68,68,2177,440,1023,115,297,325,726,303,340,34,169,203,121,66,6,106,123,1298
Kevin Seraphin,C,24,WAS,53,1,578,111,220,0,0,111,220,27,31,53,75,128,17,3,26,41,103,249
Khris Middleton,SF,22,MIL,82,64,2460,376,854,120,290,256,564,118,137,60,250,310,169,83,20,123,243,990
Kirk Hinrich,PG,33,CHI,73,61,2116,243,619,85,242,158,377,95,125,31,161,192,286,80,26,120,203,666
Klay Thompson,SG,23,GSW,81,81,2868,559,1259,223,535,336,724,147,185,38,211,249,181,74,37,135,234,1488
Kobe Bryant,SG,35,LAL,6,6,177,31,73,3,16,28,57,18,21,2,24,26,38,7,1,34,9,83
Kosta Koufos,C,24,MEM,80,22,1349,227,459,0,0,227,459,60,93,160,258,418,39,32,71,67,182,514
Kris Humphries,PF,28,BOS,69,30,1376,231,461,0,2,231,459,117,144,127,282,409,67,31,61,64,136,579
Kyle Korver,SG,32,ATL,71,71,2408,289,609,185,392,104,217,87,94,22,260,282,208,70,24,102,147,850
Kyle Lowry,PG,27,TOR,79,79,2862,457,1080,190,500,267,580,313,385,88,281,369,586,121,15,194,267,1417
Kyle O'Quinn,C,23,ORL,69,19,1188,186,371,0,3,186,368,57,83,100,264,364,78,39,88,78,165,429
Kyle Singler,SF,25,DET,82,36,2337,269,602,94,246,175,356,152,184,116,187,303,75,61,38,79,211,784
Kyrie Irving,PG,21,CLE,71,71,2496,532,1237,123,344,409,893,291,338,52,207,259,433,108,23,190,163,1478
LaMarcus Aldridge,PF,28,POR,69,69,2498,652,1423,3,15,649,1408,296,360,166,599,765,178,63,68,123,147,1603
Lance Stephenson,SG,23,IND,78,78,2752,427,870,86,244,341,626,140,197,95,463,558,359,54,7,210,195,1080
Lance Thomas,SF,25,NOP,5,0,42,2,9,0,0,2,9,2,4,2,5,7,3,0,0,2,4,6
Landry Fields,SF,25,TOR,30,2,322,27,67,0,5,27,62,14,22,15,44,59,20,10,3,11,25,68
Larry Sanders,C,25,MIL,23,20,584,76,162,0,1,76,161,26,55,60,105,165,19,18,40,26,74,178
Lavoy Allen,PF,24,TOT,65,2,1072,134,300,2,13,132,287,33,50,119,192,311,71,24,33,44,126,303
Leandro Barbosa,PG,31,PHO,20,0,368,56,131,7,25,49,106,31,39,5,32,37,32,7,4,19,30,150
LeBron James,PF,29,MIA,77,77,2902,767,1353,116,306,651,1047,439,585,81,452,533,488,121,26,270,126,2089
Lorenzo Brown,PG,23,PHI,26,0,224,26,86,3,30,23,56,9,13,8,20,28,41,13,3,16,19,64
Lou Amundson,PF,31,TOT,19,0,185,16,32,0,0,16,32,6,24,28,27,55,6,9,11,14,49,38
Lou Williams,PG,27,ATL,60,7,1445,197,493,79,231,118,262,152,179,10,114,124,210,45,4,92,65,625
Luc Mbah a Moute,PF-SF,27,TOT,64,7,1003,87,193,4,17,83,176,46,67,56,90,146,36,30,14,40,68,224
Luigi Datome,SF,26,DET,34,0,238,34,97,7,39,27,58,8,10,14,32,46,11,6,1,11,20,83
Luis Scola,PF,33,IND,82,2,1399,263,560,1,7,262,553,99,136,86,305,391,81,26,16,108,164,626
Luke Babbitt,PF,24,NOP,27,2,473,60,154,36,95,24,59,14,18,18,70,88,29,7,11,15,52,170
Luke Ridnour,PG,32,TOT,61,14,1141,126,327,37,108,89,219,17,26,23,74,97,176,32,8,66,92,306
Luol Deng,SF,28,TOT,63,63,2213,371,860,57,189,314,671,212,268,99,262,361,183,62,9,114,111,1011
Maalik Wayns,PG,22,LAC,2,0,9,1,2,0,0,1,2,0,0,0,2,2,2,2,0,0,4,2
Malcolm Thomas,PF,25,TOT,8,0,63,7,16,1,4,6,12,0,2,5,16,21,2,0,3,9,5,15
Manny Harris,SG,24,LAL,9,0,180,28,70,7,20,21,50,10,12,7,27,34,11,4,1,9,10,73
Manu Ginobili,SG,36,SAS,68,3,1550,294,627,90,258,204,369,160,188,30,172,202,293,70,17,139,128,838
Marc Gasol,C,29,MEM,59,59,1970,336,711,2,11,334,700,185,241,84,340,424,215,59,76,111,150,859
Marcin Gortat,C,29,WAS,81,80,2655,455,840,1,1,454,839,157,229,202,565,767,138,41,121,126,201,1068
Marco Belinelli,SF,27,SAS,80,25,2016,337,695,126,293,211,402,111,131,18,208,226,179,50,7,95,130,911
Marcus Morris,SF,24,PHO,82,1,1800,288,651,99,260,189,391,121,159,84,235,319,88,72,18,95,157,796
Marcus Thornton,SG,26,TOT,72,27,1741,252,639,109,316,143,323,90,112,57,141,198,77,58,11,67,110,703
Mario Chalmers,PG,27,MIA,73,73,2178,254,560,87,226,167,334,121,163,41,173,214,357,119,16,162,210,716
Markieff Morris,PF,24,PHO,81,0,2153,411,845,34,108,377,737,259,327,139,346,485,144,68,51,147,232,1115
Marquis Teague,SG,20,TOT,40,3,443,38,119,5,18,33,101,26,35,1,39,40,58,10,5,39,46,107
Marreese Speights,C,26,GSW,79,3,982,195,442,8,31,187,411,110,134,101,189,290,32,10,34,66,148,508
MarShon Brooks,SG,25,TOT,35,0,316,57,125,13,25,44,100,32,44,10,44,54,25,14,4,24,21,159
Martell Webster,SF,27,WAS,78,13,2157,254,587,146,372,108,215,105,125,38,184,222,97,41,15,58,150,759
Marvin Williams,PF,27,UTA,66,50,1674,231,526,84,234,147,292,57,73,82,252,334,78,54,31,53,151,603
Mason Plumlee,C,23,BRK,70,22,1275,199,302,0,3,199,299,122,195,99,209,308,60,49,55,77,171,520
Matt Barnes,SF,33,LAC,63,40,1735,231,527,97,283,134,244,66,90,60,232,292,125,56,28,85,185,625
Matt Bonner,PF,33,SAS,61,0,690,73,164,42,98,31,66,9,12,16,114,130,31,15,11,16,49,197
Matthew Dellavedova,SG,23,CLE,72,4,1271,122,296,57,155,65,141,38,48,29,94,123,187,33,5,60,121,339
Maurice Harkless,SF,20,ORL,80,41,1950,224,483,59,154,165,329,85,143,69,195,264,80,97,50,86,140,592
Melvin Ely,C,35,NOP,2,0,27,3,6,0,0,3,6,0,0,0,1,1,0,0,1,0,5,6
Metta World Peace,SF,34,NYK,29,1,388,56,141,17,54,39,87,10,16,18,41,59,17,24,8,19,44,139
Meyers Leonard,C,21,POR,40,0,355,41,91,0,6,41,85,16,21,26,85,111,18,7,5,15,76,98
Michael Beasley,SF,25,MIA,55,2,831,177,355,21,54,156,301,61,79,31,141,172,42,23,21,57,93,436
Michael Carter-Williams,PG,22,PHI,70,70,2414,427,1054,55,208,372,846,258,367,101,336,437,441,130,43,247,213,1167
Michael Kidd-Gilchrist,SF,20,CHA,62,62,1502,167,353,1,9,166,344,113,184,109,215,324,52,43,39,60,145,448
Mike Conley,PG,26,MEM,73,73,2446,463,1030,105,291,358,739,225,276,41,172,213,441,110,13,150,141,1256
Mike Dunleavy,SF,33,CHI,82,61,2584,333,774,123,324,210,450,140,164,46,299,345,186,64,46,108,163,929
Mike Harris,PF,30,UTA,20,0,225,29,61,0,2,29,59,26,27,15,18,33,5,16,7,11,36,84
Mike James,PG,38,CHI,11,0,77,5,21,1,5,4,16,0,2,0,7,7,17,2,0,5,11,11
Mike Miller,SF,33,MEM,82,4,1707,213,443,107,233,106,210,46,56,30,177,207,130,26,5,77,95,579
Mike Muscala,PF,22,ATL,20,0,215,31,73,0,3,31,70,14,14,17,35,52,7,3,10,12,29,76
Mike Scott,PF,25,ATL,80,6,1482,301,628,62,200,239,428,103,132,62,222,284,75,30,7,79,121,767
Miles Plumlee,C,25,PHO,80,79,1964,286,553,0,0,286,553,74,132,198,428,626,43,50,90,111,185,646
Miroslav Raduljica,C,26,MIL,48,2,465,68,126,0,0,68,126,45,55,54,54,108,23,7,13,28,84,181
Mirza Teletovic,SF,28,BRK,72,7,1396,221,529,136,349,85,180,44,62,60,206,266,57,29,23,54,143,622
Mo Williams,PG,31,POR,74,0,1834,280,672,83,225,197,447,78,89,42,111,153,321,55,10,149,197,721
Monta Ellis,SG,28,DAL,82,82,3023,576,1278,69,209,507,1069,339,430,38,257,295,471,141,23,264,197,1560
Mustafa Shakur,PG,29,OKC,3,0,11,0,3,0,1,0,2,1,2,0,0,0,4,0,0,2,2,1
Nando De Colo,SF,26,TOT,47,3,494,64,153,18,53,46,100,31,35,14,59,73,65,22,6,35,48,177
Nate Robinson,PG,29,DEN,44,1,866,164,383,58,154,106,229,71,85,21,60,81,112,36,4,58,92,457
Nate Wolters,PG,22,MIL,58,31,1309,170,389,18,62,152,327,59,90,33,116,149,187,35,15,57,67,417
Nazr Mohammed,C,36,CHI,80,1,562,54,126,0,0,54,126,16,30,66,109,175,20,14,30,37,77,124
Nemanja Nedovic,SG,22,GSW,24,0,142,8,39,3,18,5,21,7,8,3,12,15,13,0,1,13,13,26
Nene Hilario,PF,31,WAS,53,37,1560,299,594,1,5,298,589,155,266,65,229,294,153,64,47,117,164,754
Nick Calathes,SG,24,MEM,71,7,1173,142,311,19,61,123,250,44,72,23,114,137,207,66,8,101,117,347
Nick Collison,PF,33,OKC,81,0,1353,134,241,4,17,130,224,66,93,116,177,293,104,30,28,71,187,338
Nick Young,SG,28,LAL,64,9,1810,387,889,135,350,252,539,235,285,29,137,166,95,46,12,95,156,1144
Nicolas Batum,SF,25,POR,82,82,2956,381,819,145,402,236,417,163,203,116,495,611,420,75,57,208,156,1070
Nikola Pekovic,C,28,MIN,54,54,1663,379,701,0,0,379,701,186,249,206,262,468,50,30,23,84,129,944
Nikola Vucevic,C,23,ORL,57,57,1812,353,696,0,0,353,696,105,137,185,441,626,104,60,47,112,169,811
Norris Cole,PG,25,MIA,82,6,2014,207,500,60,174,147,326,53,68,17,143,160,248,77,5,127,156,527
O.J. Mayo,SG,26,MIL,52,23,1346,224,550,84,227,140,323,76,88,24,100,124,113,28,13,95,111,608
Ognjen Kuzmic,C,23,GSW,21,0,92,5,13,0,0,5,13,5,11,10,11,21,2,3,4,10,17,15
Omer Asik,C,27,HOU,48,19,968,101,190,0,0,101,190,78,126,101,277,378,25,14,37,59,92,280
Omri Casspi,PF,25,HOU,71,2,1283,173,410,61,176,112,234,83,122,55,205,260,88,44,14,72,100,490
Orlando Johnson,SG,24,TOT,45,0,392,36,113,9,47,27,66,19,26,9,46,55,20,6,2,15,26,100
Othyus Jeffers,SG,28,TOT,6,1,47,3,6,0,2,3,4,3,4,1,8,9,1,0,0,1,3,9
Otto Porter,SF,20,WAS,37,0,319,33,91,4,21,29,70,8,12,21,36,57,10,8,1,14,26,78
P.J. Tucker,SF,28,PHO,81,81,2490,265,615,74,191,191,424,156,201,161,368,529,141,110,23,102,204,760
Pablo Prigioni,PG,36,NYK,66,27,1283,88,191,65,140,23,51,11,12,36,93,129,228,67,2,60,132,252
Patrick Beverley,PG,25,HOU,56,55,1751,199,481,92,255,107,226,83,102,72,124,196,151,77,23,66,174,573
Patrick Patterson,PF,24,TOT,65,13,1533,225,489,55,151,170,338,50,71,117,225,342,78,55,37,65,159,555
Patty Mills,PG,25,SAS,81,2,1527,309,666,135,318,174,348,73,82,34,135,169,149,68,9,63,114,826
Pau Gasol,C,33,LAL,60,60,1884,425,885,4,14,421,871,187,254,124,456,580,201,27,92,141,124,1041
Paul George,SF,23,IND,80,80,2898,577,1362,182,500,395,862,401,464,64,478,542,283,151,22,224,198,1737
Paul Millsap,PF,28,ATL,74,73,2482,483,1047,76,212,407,835,286,391,154,473,627,232,129,78,185,210,1328
Paul Pierce,SF,36,BRK,75,68,2098,321,712,112,300,209,412,256,310,26,322,348,178,86,31,153,190,1010
Pero Antic,C,31,ATL,50,26,925,123,294,56,171,67,123,50,66,57,152,209,58,19,12,55,126,352
Perry Jones,PF,22,OKC,62,7,764,83,181,22,61,61,120,28,42,28,86,114,26,14,19,21,62,216
Peyton Siva,SG,23,DET,24,0,224,18,57,7,25,11,32,11,15,2,12,14,34,9,1,18,27,54
Phil Pressey,PG,22,BOS,75,11,1132,78,253,28,106,50,147,29,45,20,85,105,241,68,5,87,97,213
Quincy Acy,SF,23,TOT,63,0,847,66,141,4,15,62,126,35,53,72,144,216,28,23,26,30,122,171
Quincy Miller,PF,21,DEN,52,16,789,94,256,30,94,64,162,39,55,36,111,147,26,22,32,48,70,257
Quincy Pondexter,SG,25,MEM,15,2,270,31,79,11,34,20,45,21,26,10,16,26,20,5,1,15,18,94
Rajon Rondo,PG,27,BOS,30,30,998,141,350,26,90,115,260,42,67,22,142,164,294,40,2,99,65,350
Ramon Sessions,PG,27,TOT,83,19,2214,330,769,35,124,295,645,326,404,38,165,203,340,49,9,148,90,1021
Randy Foye,SG,30,DEN,81,78,2485,361,875,189,498,172,377,157,185,36,196,232,287,67,39,145,205,1068
Rashard Lewis,SF,34,MIA,60,6,971,98,236,46,134,52,102,26,33,24,86,110,57,53,8,35,90,268
Rasual Butler,SG,34,IND,50,2,378,51,110,26,62,25,48,8,14,6,35,41,17,7,9,11,30,136
Ray Allen,SG,38,MIA,73,9,1936,240,543,116,309,124,234,105,116,23,182,205,143,54,8,84,115,701
Ray McCallum,PG,22,SAC,45,10,897,113,300,22,59,91,241,32,43,18,61,79,120,22,9,39,69,280
Raymond Felton,PG,29,NYK,65,65,2017,240,608,62,195,178,413,88,122,54,143,197,365,78,27,129,157,630
Reggie Bullock,SF,22,LAC,43,0,395,43,121,22,73,21,48,7,9,11,43,54,12,9,1,13,26,115
Reggie Evans,PF,33,TOT,54,20,899,71,150,0,0,71,150,72,130,115,219,334,21,37,3,58,119,214
Reggie Jackson,PG,23,OKC,80,36,2277,403,916,83,245,320,671,158,177,43,270,313,331,85,9,168,142,1047
Reggie Williams,SF,27,OKC,3,0,17,5,9,1,3,4,6,0,0,0,0,0,1,1,0,2,1,11
Richard Jefferson,SF,33,UTA,82,78,2213,294,654,123,301,171,353,120,162,18,201,219,130,56,14,94,168,831
Ricky Ledo,SG,21,DAL,11,0,33,6,17,3,8,3,9,4,4,0,2,2,2,1,0,2,2,19
Ricky Rubio,PG,23,MIN,82,82,2638,255,670,44,133,211,537,227,283,61,281,342,704,191,11,221,218,781
Robbie Hummel,SF,24,MIN,53,5,655,67,177,32,89,35,88,15,16,35,97,132,23,16,2,10,57,181
Robert Covington,SF,23,HOU,7,0,34,6,14,4,11,2,3,0,0,2,3,5,0,2,0,1,3,16
Robert Sacre,C,24,LAL,65,13,1089,143,300,0,0,143,300,64,94,82,172,254,51,24,47,44,134,350
Robin Lopez,C,25,POR,82,82,2603,355,644,0,1,355,643,198,242,326,374,700,73,25,139,84,196,908
Rodney Stuckey,SG,27,DET,73,5,1950,372,853,24,88,348,765,244,292,39,130,169,152,54,10,125,131,1012
Roger Mason,SG,33,MIA,25,2,260,25,67,17,48,8,19,7,7,1,21,22,19,6,1,9,26,74
Ronnie Brewer,SF,28,TOT,24,3,160,3,15,1,8,2,7,0,2,2,12,14,10,6,1,2,4,7
Ronnie Price,SG,30,ORL,31,2,377,28,92,9,43,19,49,9,13,8,35,43,66,25,2,26,50,74
Ronny Turiaf,C,31,MIN,31,10,606,64,107,0,0,64,107,21,50,55,119,174,24,8,50,24,65,149
Roy Hibbert,C,27,IND,81,81,2409,331,754,2,5,329,749,207,269,202,336,538,91,29,182,148,269,871
Royal Ivey,SG,32,OKC,2,0,5,0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
Royce White,PF,22,SAC,3,0,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
Rudy Gay,SF,27,TOT,73,73,2531,537,1179,65,197,472,982,318,387,113,324,437,209,95,56,224,171,1457
Rudy Gobert,C,21,UTA,45,0,434,36,74,0,0,36,74,32,65,51,104,155,7,8,41,32,57,104
Russell Westbrook,PG,25,OKC,46,46,1412,346,791,68,214,278,577,242,293,55,208,263,319,88,7,177,104,1002
Ryan Anderson,PF,25,NOP,22,14,795,155,354,67,164,88,190,59,62,66,76,142,17,10,7,20,47,436
Ryan Gomes,SF,31,OKC,5,0,34,3,8,0,2,3,6,0,0,0,4,4,1,0,0,1,5,6
Ryan Hollins,PF,29,LAC,61,0,482,53,72,0,0,53,72,35,56,31,59,90,8,9,31,29,87,141
Ryan Kelly,PF,22,LAL,59,25,1312,157,371,48,142,109,229,110,135,42,177,219,95,32,45,47,147,472
Samuel Dalembert,C,32,DAL,80,68,1614,214,377,0,1,214,376,101,137,200,341,541,38,41,94,90,210,529
Sasha Vujacic,SG,29,LAC,2,0,10,2,5,1,2,1,3,0,0,0,3,3,0,1,0,3,1,5
Scotty Hopson,SG,24,CLE,2,0,7,0,4,0,2,0,2,1,2,0,0,0,1,1,0,0,0,1
Serge Ibaka,PF,24,OKC,81,81,2666,524,978,23,60,501,918,156,199,224,485,709,85,39,219,123,233,1227
Sergey Karasev,SF,20,CLE,22,1,156,12,35,4,19,8,16,9,10,0,16,16,6,3,1,11,22,37
Seth Curry,PG,23,TOT,2,0,13,1,3,1,1,0,2,0,0,0,1,1,0,2,0,0,0,3
Shabazz Muhammad,SG,21,MIN,37,0,290,57,124,3,11,54,113,26,40,24,29,53,6,8,1,16,24,143
Shane Battier,SF,35,MIA,73,56,1468,105,275,73,210,32,65,15,23,34,104,138,63,50,39,21,124,298
Shane Edwards,SF,26,CLE,2,0,12,1,3,0,0,1,3,0,0,1,1,2,0,0,0,1,1,2
Shane Larkin,PG,21,DAL,48,0,489,52,137,12,38,40,99,16,25,11,31,42,71,26,1,39,46,132
Shannon Brown,SG,28,TOT,29,1,251,24,66,0,2,24,64,15,21,7,21,28,9,13,0,18,24,63
Shaun Livingston,PG,28,BRK,76,54,1974,235,487,1,6,234,481,158,191,67,179,246,245,93,31,105,172,629
Shavlik Randolph,PF,30,PHO,14,0,95,7,14,0,0,7,14,6,11,7,18,25,1,3,1,5,15,20
Shawn Marion,SF,35,DAL,76,76,2409,341,708,58,162,283,546,51,65,132,365,497,124,90,37,95,125,791
Shawne Williams,PF,27,LAL,36,13,751,73,192,42,129,31,63,14,20,25,142,167,30,19,30,21,93,202
Shelvin Mack,PG,23,ATL,73,11,1490,209,501,62,184,147,317,64,74,21,139,160,271,50,2,89,100,544
Solomon Hill,SF,22,IND,28,0,226,17,40,7,23,10,17,6,7,9,32,41,12,5,2,13,19,47
Solomon Jones,PF,29,ORL,11,0,85,6,17,0,0,6,17,2,4,8,8,16,2,2,2,2,12,14
Spencer Hawes,C,25,TOT,80,78,2470,403,883,128,308,275,575,119,152,131,529,660,240,44,94,173,237,1053
Stephen Curry,PG,25,GSW,78,78,2846,652,1383,261,615,391,768,308,348,46,288,334,666,128,14,294,194,1873
Stephen Jackson,SF,35,LAC,9,0,107,6,26,1,14,5,12,2,4,2,8,10,5,6,1,6,11,15
Steve Blake,PG,33,TOT,55,28,1498,133,353,79,210,54,143,33,43,13,146,159,307,54,8,102,85,378
Steve Nash,PG,39,LAL,15,10,313,36,94,8,24,28,70,22,24,4,25,29,86,7,2,31,18,102
Steve Novak,PF,30,TOR,54,1,540,60,146,52,122,8,24,6,6,8,50,58,13,12,4,5,44,178
Steven Adams,C,20,OKC,81,20,1197,93,185,0,0,93,185,79,136,142,190,332,43,40,57,71,203,265
Taj Gibson,PF,28,CHI,82,8,2351,429,896,0,7,429,889,211,281,200,358,558,91,41,112,150,207,1069
Tayshaun Prince,SF,33,MEM,76,76,1948,200,492,20,69,180,423,34,60,32,202,234,119,39,19,41,63,454
Terrence Jones,PF,22,HOU,76,71,2078,386,712,31,101,355,611,118,195,162,366,528,87,53,99,71,139,921
Terrence Ross,SG,22,TOR,81,62,2159,318,751,161,408,157,343,82,98,43,209,252,79,64,27,88,183,879
Thabo Sefolosha,SG,29,OKC,61,61,1584,141,340,48,152,93,188,53,69,50,170,220,94,79,17,55,90,383
Thaddeus Young,PF,25,PHI,79,78,2718,582,1283,90,292,492,991,163,229,166,310,476,182,167,36,165,213,1417
Thomas Robinson,PF,22,POR,70,0,873,141,293,0,1,141,292,57,101,105,202,307,34,23,20,57,131,339
Tiago Splitter,C,29,SAS,59,50,1271,181,346,0,3,181,343,121,173,123,240,363,90,29,31,75,117,483
Tim Duncan,C,37,SAS,74,74,2158,444,906,0,5,444,901,231,316,158,563,721,220,43,139,159,134,1119
Tim Hardaway,SG,21,NYK,81,1,1875,294,687,130,358,164,329,106,128,19,102,121,66,44,7,47,144,824
Timofey Mozgov,C,27,DEN,82,30,1770,285,545,4,24,281,521,196,260,171,357,528,62,27,100,122,213,770
Tobias Harris,PF,21,ORL,61,36,1850,332,716,32,126,300,590,197,244,88,336,424,82,41,24,78,143,893
Toney Douglas,PG,27,TOT,51,17,675,73,190,31,102,42,88,25,34,18,69,87,68,19,5,34,81,202
Tony Allen,SG,32,MEM,55,28,1278,204,413,11,47,193,366,76,121,79,129,208,94,90,19,90,121,495
Tony Parker,PG,31,SAS,68,68,1997,456,914,25,67,431,847,197,243,17,138,155,388,36,9,151,86,1134
Tony Snell,SG,22,CHI,77,12,1231,129,336,57,178,72,158,31,41,19,105,124,68,29,15,44,84,346
Tony Wroten,PG,20,PHI,72,16,1765,345,808,40,188,305,620,209,326,69,159,228,217,78,16,204,151,939
Tornike Shengelia,SF,22,TOT,26,0,154,13,28,0,6,13,22,3,8,4,12,16,14,3,1,12,18,29
Toure' Murry,PG,24,NYK,51,0,373,56,129,5,12,51,117,23,39,13,31,44,49,19,1,34,46,140
Travis Outlaw,SF,29,SAC,63,4,1065,130,326,41,117,89,209,42,52,36,132,168,48,20,19,26,94,343
Trevor Ariza,SF,28,WAS,77,77,2723,389,853,180,442,209,411,149,193,99,376,475,191,126,20,132,179,1107
Trevor Booker,PF,26,WAS,72,45,1553,222,403,0,2,222,401,47,76,149,230,379,64,41,45,58,131,491
Trey Burke,PG,21,UTA,70,68,2262,341,897,111,336,230,561,102,113,37,171,208,396,42,6,131,145,895
Tristan Thompson,PF,22,CLE,82,82,2594,363,761,0,1,363,760,235,339,269,485,754,72,42,35,108,188,961
Troy Daniels,SG,22,HOU,5,1,75,15,31,12,25,3,6,0,0,0,4,4,5,0,0,3,6,42
Ty Lawson,PG,26,DEN,62,61,2222,347,806,72,202,275,604,324,406,40,175,215,543,100,10,200,113,1090
Tyler Hansbrough,PF,28,TOR,64,4,978,93,196,0,2,93,194,126,185,120,167,287,17,28,19,47,132,312
Tyler Zeller,C,24,CLE,70,9,1049,156,290,0,1,156,289,87,121,103,179,282,36,18,38,60,137,399
Tyreke Evans,SF,24,NOP,72,22,2028,391,897,21,95,370,802,239,310,76,265,341,363,84,21,175,155,1042
Tyshawn Taylor,PG,23,BRK,23,3,270,31,91,3,12,28,79,24,30,3,12,15,36,12,1,31,29,89
Tyson Chandler,C,31,NYK,55,55,1662,191,322,0,1,191,321,98,155,159,370,529,59,36,63,71,145,480
Udonis Haslem,PF,33,MIA,46,18,653,74,146,0,0,74,146,25,44,42,133,175,13,11,15,24,79,173
Vander Blue,SG,21,BOS,3,0,15,2,4,0,1,2,3,1,5,0,3,3,1,0,0,2,1,5
Viacheslav Kravtsov,C,26,PHO,20,0,59,8,15,0,0,8,15,4,8,9,8,17,1,0,1,6,7,20
Victor Claver,SF,25,POR,21,0,184,17,42,3,18,14,24,10,11,9,30,39,12,3,3,11,16,47
Victor Oladipo,PG,21,ORL,80,44,2487,392,936,74,226,318,710,248,318,43,286,329,327,129,37,256,210,1106
Vince Carter,SG,37,DAL,81,0,1973,330,811,146,371,184,440,161,196,67,217,284,212,61,35,108,209,967
Vitor Faverani,C,25,BOS,37,8,488,64,147,12,40,52,107,24,37,42,86,128,16,14,27,41,74,164
Wayne Ellington,SG,26,DAL,45,1,393,55,126,25,59,30,67,10,11,8,35,43,19,16,2,11,33,145
Wesley Johnson,SF,26,LAL,79,62,2240,277,651,100,271,177,380,61,77,70,278,348,124,86,77,90,207,715
Wesley Matthews,SG,27,POR,82,82,2780,445,1009,201,511,244,498,252,301,51,238,289,197,76,14,110,176,1343
Will Barton,SG,23,POR,41,0,387,65,156,10,33,55,123,26,32,16,58,74,33,9,7,18,31,166
Will Bynum,PG,31,DET,56,3,1054,184,430,20,62,164,368,97,121,24,75,99,216,39,7,103,121,485
Willie Green,SG,32,LAC,55,9,869,102,271,41,121,61,150,28,34,12,66,78,50,22,11,34,96,273
Wilson Chandler,SF,26,DEN,62,55,1927,307,738,122,351,185,387,110,152,58,236,294,114,46,31,79,193,846
